,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
2965,191031142,19103114201,2019,Home in Seattle,King,1 person,1 vehicle,"$25,000-$49,999","$25,000-$34,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Roommate was moving out and had no other friends in need of housing,Very important,Somewhat important,Very unimportant,,Somewhat important,Very unimportant,Very unimportant,Somewhat important,Very important,False,10.0,SOV,2.0,0.5,1.0,3.0999999999999996,2224.0,83739.0,1.60372350475139,0.5,Home,Breakfast
2966,191031159,19103115901,2019,Home in Seattle,King,2 people,0 (no vehicles),"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,Asian,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat unimportant,Very unimportant,Somewhat important,Very important,Very important,False,3.0,Walk,4.0,0.15384615384615385,1.0,4.1,37174.0,121478.0,5.706565282451891,0.30952380952380953,Work,Lunch
2967,191031159,19103115902,2019,Home in Seattle,King,2 people,0 (no vehicles),"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,3 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Somewhat unimportant,Very unimportant,Somewhat important,Very important,Very important,False,,,,,,,,,,,,
2968,191032516,19103251601,2019,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","Under $10,000",Rent,0,65-74 years,Male,Unpaid volunteer or intern,Part-time student,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Hispanic,Hispanic,Missing: Skip Logic,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,"I was homeless and after wait-listing 4 years, i finally got a place",Neither or N/A,Very important,Somewhat important,,Neither or N/A,Neither or N/A,Somewhat unimportant,Very important,Somewhat important,False,5.0,Walk,2.0,0.0,1.5,3.9499999999999997,3530.0,26413.0,0.10230501361288012,0.25,Home,Lunch
2969,191032595,19103259501,2019,Home not in Seattle,King,2 people,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"No, does not have a license or permit",White Only,Missing,5 days a week,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Somewhat important,,Neither or N/A,Very unimportant,Somewhat unimportant,Very important,Very important,False,10.0,Walk,1.0,0.5,1.5,3.0999999999999996,41682.0,92347.0,5.166257129969375,0.5,Work,Lunch
2970,191032610,19103261001,2019,Home not in Seattle,Snohomish,2 people,4 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,45-54 years,Female,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Very important,,Somewhat important,Neither or N/A,Very important,Somewhat unimportant,Somewhat important,False,9.0,HOV,3.0,0.25,1.5,3.6500000000000004,2363.75,68956.5,11.582375981960904,0.11428571428571428,Social/Recreation,Other
2971,191032610,19103261002,2019,Home not in Seattle,Snohomish,2 people,4 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,45-54 years,Male,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Very important,Somewhat important,Very important,,Somewhat important,Neither or N/A,Very important,Somewhat unimportant,Somewhat important,False,7.0,SOV,4.0,0.25,2.0,3.7,2363.75,68956.5,11.947173899246822,0.15384615384615385,Errand/Other,Other
2972,191032634,19103263401,2019,Home in Seattle,King,3 people,1 vehicle,"$25,000-$49,999","$35,000-$49,999",Rent,1,45-54 years,Female,Self-employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Missing,Missing,2 days a week,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very important,Neither or N/A,Very important,,Very unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,10.0,SOV,3.0,0.0,1.0,3.75,2052.25,106201.5,2.1402683594304497,0.19047619047619047,Errand/Other,Other
2973,191032634,19103263402,2019,Home in Seattle,King,3 people,1 vehicle,"$25,000-$49,999","$35,000-$49,999",Rent,1,18-24 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Missing,Missing,6-7 days a week,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very important,Neither or N/A,Very important,,Very unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,4.0,Walk,1.0,0.0,1.5,3.9,1188.75,129594.0,0.5078936730309673,0.10526315789473684,Errand/Other,Other
2974,191032636,19103263601,2019,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Somewhat important,,Neither or N/A,Very unimportant,Very unimportant,Very important,Very important,False,12.0,SOV,2.0,0.0,1.5,3.9,6190.5,53807.0,6.86631320491386,0.11764705882352941,Errand/Other,Dinner
2975,191032674,19103267401,2019,Home not in Seattle,Snohomish,2 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,0,55-64 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Locate near family,Very important,Very important,Very important,,Somewhat important,Very unimportant,Very important,Very unimportant,Very important,False,44.0,SOV,2.0,0.0,1.5,4.15,4076.5,62591.0,56.116614773126486,0.0625,Errand/Other,Other
2976,191032674,19103267402,2019,Home not in Seattle,Snohomish,2 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,0,65-74 years,Female,Not currently employed,"No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Locate near family,Very important,Very important,Very important,,Somewhat important,Very unimportant,Very important,Very unimportant,Very important,False,9.0,SOV,4.0,0.0,1.5,4.0,1734.25,93128.5,5.944983876320707,0.19047619047619047,Shop,Lunch
2977,191032679,19103267901,2019,Home not in Seattle,Snohomish,2 people,2 vehicles,"$75,000-$99,999",Prefer not to answer,Own/paying mortgage,0,75-84 years,Male,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Somewhat important,,Somewhat important,Neither or N/A,Somewhat important,Somewhat unimportant,Somewhat important,False,17.5,HOV,1.0,0.0,2.0,2.15,637.0,116014.0,0.5792546239635045,2.0,Errand/Other,Other
2978,191032679,19103267902,2019,Home not in Seattle,Snohomish,2 people,2 vehicles,"$75,000-$99,999",Prefer not to answer,Own/paying mortgage,0,65-74 years,Female,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Somewhat important,,Somewhat important,Neither or N/A,Somewhat important,Somewhat unimportant,Somewhat important,False,17.5,HOV,1.0,0.0,2.0,3.95,637.0,116014.0,0.5792546239635045,2.0,Errand/Other,Other
2979,191032711,19103271101,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$150,000-$199,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Very unimportant,,Very important,Very unimportant,Somewhat unimportant,Somewhat important,Somewhat important,False,6.5,Walk,4.0,0.0,2.0,4.300000000000001,4470.0,67860.0,0.269722546178211,0.5714285714285714,Home,Dinner
2980,191032787,19103278701,2019,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,55-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,3 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Neither or N/A,Neither or N/A,Somewhat unimportant,Somewhat important,Somewhat important,False,52.0,SOV,1.0,0.0,2.0,3.6,7094.5,49591.0,31.82962677670179,0.020833333333333332,Escort,Breakfast
2981,191032787,19103278702,2019,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,55-64 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Neither or N/A,Neither or N/A,Somewhat unimportant,Somewhat important,Somewhat important,False,6.0,Walk,5.0,0.0,2.0,3.9,25133.5,94039.0,0.3793427475268674,0.275,Work,Breakfast
2982,191032842,19103284201,2019,Home not in Seattle,Kitsap,2 people,4 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,75-84 years,Male,Retired,"No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very unimportant,Very important,Very unimportant,,Very unimportant,Very unimportant,Neither or N/A,Very unimportant,Very unimportant,False,52.5,SOV,1.0,0.0,2.0,3.5,1325.0,82563.0,6.888583464922323,0.5,Errand/Other,Other
2983,191033031,19103303101,2019,Home in Seattle,King,1 person,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Very important,Very important,,Very unimportant,Very unimportant,Somewhat important,Very important,Very important,False,25.0,HOV,2.0,0.0,2.0,3.25,3381.0,97196.0,1.3973082503224719,1.0,Work,Dinner
2984,191033047,19103304701,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very unimportant,Very unimportant,Somewhat unimportant,,Somewhat unimportant,Neither or N/A,Somewhat unimportant,Neither or N/A,Very unimportant,False,15.5,SOV,3.0,0.0,2.0,4.0,1716.25,67992.5,3.4120460028963127,0.14814814814814814,Home,Dinner
2985,191033128,19103312801,2019,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat unimportant,False,,,,,,,,,,,,
2986,191033128,19103312802,2019,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,25-34 years,Female,Not currently employed,Full-time student,Associates degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,Missing: Skip Logic,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat unimportant,False,,,,,,,,,,,,
2987,191031221,19103122101,2019,Home in Seattle,King,1 person,0 (no vehicles),"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,35-44 years,Male,Not currently employed,"No, not a student",Graduate/post-graduate degree,"No, does not have a license or permit",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Neither or N/A,Somewhat important,,Very unimportant,Somewhat unimportant,Somewhat important,Very important,Very important,False,8.5,Walk,1.0,0.0,1.5,3.9,5074.0,101203.0,3.55140024180652,0.15384615384615385,Errand/Other,Dinner
2988,191030151,19103015101,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Very important,Neither or N/A,Very unimportant,,Very important,Very unimportant,Neither or N/A,Very important,Very unimportant,False,11.5,Walk,3.0,0.0,1.5,4.25,41093.5,100400.0,6.594796431006101,0.26666666666666666,Work,Lunch
2989,191031231,19103123101,2019,Home in Seattle,King,1 person,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,Somewhat important,Very important,Neither or N/A,,Neither or N/A,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,False,5.0,Walk,3.0,0.25,1.5,4.15,42031.5,87774.0,0.43900981620796947,1.3333333333333333,Work,Lunch
2990,191031235,19103123501,2019,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Prefer not to answer,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Missing,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Very important,,Very important,Neither or N/A,Somewhat unimportant,Very important,Somewhat important,False,12.0,HOV,6.0,0.2857142857142857,2.0,3.55,7904.5,85274.5,7.158158789448549,0.4117647058823529,Social/Recreation,Lunch
2991,191031235,19103123502,2019,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Prefer not to answer,0,18-24 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Missing,Missing,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Very important,,Very important,Neither or N/A,Somewhat unimportant,Very important,Somewhat important,False,9.5,SOV,3.0,0.0,2.0,3.3,29336.0,107067.0,7.802192095472147,0.16666666666666666,Errand/Other,Dinner
2992,191031285,19103128501,2019,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,75-84 years,Male,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,34.0,Transit,2.0,0.0,2.0,4.0,41682.0,92347.0,3.578282540329093,0.2222222222222222,Home,Other
2993,191031285,19103128502,2019,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,75-84 years,Female,Retired,"No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Neither or N/A,Very important,Very important,,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,19.5,Transit,2.0,0.0,2.0,4.4,41682.0,92347.0,1.9037364269921597,0.25,Errand/Other,Other
2994,191031376,19103137601,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Neither or N/A,Neither or N/A,,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,6.0,Walk,6.0,0.0,2.0,3.9,8925.5,76150.5,1.1862079966937684,0.8,Work,Other
2995,191031376,19103137602,2019,Home in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Neither or N/A,Neither or N/A,,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,False,6.0,Walk,4.0,0.0,2.0,3.9,4470.0,67860.0,0.8441658166212189,0.2558139534883721,Home,Lunch
2996,191031393,19103139301,2019,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","Under $10,000",Rent,0,18-24 years,Female,Unpaid volunteer or intern,Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Very important,Somewhat important,Neither or N/A,,Neither or N/A,Neither or N/A,Somewhat important,Very important,Very important,False,27.5,Transit,4.0,0.3,1.5,3.6500000000000004,1416.5,88525.0,1.6327136953501138,0.38461538461538464,Home,Other
2997,191031428,19103142801,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,2 days a week,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Neither or N/A,Very unimportant,,Neither or N/A,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,False,10.0,Walk,4.0,0.0,2.0,3.8,19622.0,117908.0,1.7258549504114358,0.5294117647058824,Home,Other
2998,191031442,19103144201,2019,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$250,000 or more",Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Somewhat important,,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,False,11.0,HOV,3.0,0.0,1.5,3.55,3108.5,40938.0,1.4613670628728361,0.3,Home,Dinner
2999,191031457,19103145701,2019,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Very important,,Neither or N/A,Neither or N/A,Neither or N/A,Very important,Very important,True,13.0,Walk,5.0,0.2727272727272727,1.0,3.7,760.5,86776.0,0.3944967973227416,0.34375,Home,Dinner
3000,191031457,19103145702,2019,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,,Somewhat important,Very important,Very important,,Neither or N/A,Neither or N/A,Neither or N/A,Very important,Very important,True,11.5,Walk,6.0,0.0,2.0,3.95,22395.25,71446.0,5.119917614294026,0.5,Home,Dinner
3001,191031467,19103146701,2019,Home in Seattle,King,1 person,1 vehicle,"Under $25,000","$10,000-$24,999",Own/paying mortgage,0,55-64 years,Female,Retired,"No, not a student",High school graduate,"Yes, has an intermediate or unrestricted license",White Only,White Only,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,Missing: Skip Logic,,Somewhat important,Somewhat important,Very important,,Very unimportant,Very unimportant,Very unimportant,Very important,Somewhat unimportant,False,19.0,SOV,7.0,0.15384615384615385,1.0,3.5,6322.0,65023.0,4.076152347078591,0.5416666666666666,Home,Dinner
